display_name,dba,legal_name,address,zip,website,logo,license_id,license_description,class,type,original_issue,effective,expires,lat,lon,assignment_method
HAENYEO CORP,,HAENYEO CORP,239 5TH AVE,11215,,,0340-22-109160,Restaurant,0340,license,2024-10-16,2024-11-01,2026-10-31,40.67523,-73.98127,pip
HALYARDS LLC,,HALYARDS LLC,406 3RD AVENUE,11215,,,0370-25-101826,Food & Beverage Business,0370,license,2025-01-29,2025-02-01,2027-01-31,40.6732,-73.98958,pip
HARBOR BEVERAGE MERCHANTS,HARBOR BEVERAGE MERCHANTS,HARBOR BEVERAGE MERCHANTS INCORPORATED,225 THIRD AVE,11217,,,0001-23-140173,Wholesale Beer (Retail),0001,license,2026-07-28,2026-07-28,2027-06-30,40.67917,-73.98487,pip
HARLEM SHAKE,HARLEM SHAKE,HARLEM SHAKE PARK SLOPE LLC,119 5TH AVE,11217,,,0267-23-128485,Food & Beverage Business,0267,license,2025-04-07,2025-05-01,2027-04-30,40.67896,-73.97874,pip
HENRY PUBLIC,HENRY PUBLIC,HENRO JONES LLC,329 HENRY ST,11201,,,0340-23-131505,Restaurant,0340,license,2025-08-13,2025-09-01,2027-08-31,40.69034,-73.99646,geoclient
Henry St Mini Market Corp,,Henry St Mini Market Corp,517 Henry St,11231,,,0524-26-41557,Temporary retail,0524,temporary,2026-04-29,2026-04-29,2026-10-26,40.68395,-73.99949,pip
HENRY STREET WINES & LIQUORS,HENRY STREET WINES & LIQUORS,FRATELLI BRISCOLA LLC,494 HENRY ST,11231,,,0100-23-124394,Liquor Store,0100,license,2023-08-29,2023-10-01,2026-09-30,40.68441,-73.99927,pip
HIBINO,HIBINO,UNBI CORP,333 HENRY STREET,11201,,,0240-23-140966,Restaurant,0240,license,2025-04-08,2025-05-01,2027-04-30,40.69021,-73.99652,pip
Hicks Street,Hicks Street,Hicks Street Restaurant LLC,521 Hicks St,11231,,,0340-24-139656,Restaurant,0340,license,2024-12-20,2024-12-20,2026-11-30,40.68535,-74.00059,pip
Hidden Rivers BK LLC,,Hidden Rivers BK LLC,291 Nevins St,11217,,,0370-26-144037,Food & Beverage Business,0370,license,2026-05-26,2026-05-26,2028-04-30,40.67949,-73.98713,pip
High Horse NYC LLC,,High Horse NYC LLC,333 Court St,11231,,,0524-26-51936,Temporary retail,0524,temporary,2026-08-18,2026-08-18,2027-02-14,40.68278,-73.99568,pip
HIGHDIVE,HIGHDIVE,"KGD FIFTH, LLC",243 FIFTH AVENUE,11215,,,0370-23-132649,Food & Beverage Business,0370,license,2025-03-04,2025-03-03,2027-02-28,40.67502,-73.98144,pip
HOEK PIZZERIA,HOEK PIZZERIA,HOEK PIZZERIA INC,117 FERRIS ST,11231,,,0340-23-137434,Restaurant,0340,license,2025-05-08,2025-07-01,2027-06-30,40.67798,-74.01709,pip
Hom Cafe & Wine,Hom Cafe & Wine,Invigorated Lotus LLC,72-74 7th Ave,11217,,,0267-26-139468,Food & Beverage Business,0267,license,2026-04-07,2026-04-07,2028-03-31,40.67527,-73.97492,pip
HOMEMADE BY MIRIAM,HOMEMADE BY MIRIAM,HBM PARK SLOPE LLC,81 5TH AVE,11217,,,0240-23-140150,Restaurant,0240,license,2024-12-27,2025-01-01,2026-12-31,40.68016,-73.97792,pip
HOMETOWN BAR-B-QUE,HOMETOWN BAR-B-QUE,HOMETOWN BAR B QUE LLC,454 VAN BRUNT ST,11231,,,0423-23-133108,Additional Bar,0423,license,2025-08-26,2025-09-01,2027-08-31,40.67478,-74.01591,pip
HOMETOWN BAR-B-QUE,HOMETOWN BAR-B-QUE,HOMETOWN BAR B QUE LLC,454 VAN BRUNT ST,11231,,,0340-23-137796,Restaurant,0340,license,2025-11-17,2025-09-01,2027-08-31,40.67478,-74.01591,pip
HONEYCOMB,HONEYCOMB,CASABLANCA BROOKLYN LTD,74 5TH AVE,11217,,,0340-23-133322,Restaurant,0340,license,2025-02-10,2025-02-01,2027-01-31,40.68068,-73.97756,pip
HOUSE OF CALZONES CORP,,HOUSE OF CALZONES CORP,132 UNION ST,11231,,,0240-23-140302,Restaurant,0240,license,2025-07-14,2025-08-01,2027-07-31,40.68414,-74.00216,pip
"House UME, LLC",,"House UME, LLC",210 1st St,11215,,,0524-26-41539,Temporary retail,0524,temporary,2026-04-29,2026-04-29,2026-10-26,40.67571,-73.98584,pip
HUNAN DELIGHT,HUNAN DELIGHT,HUNANDELIGHT FOOD INC,752 Union St,11215,,,0240-24-132115,Restaurant,0240,license,2024-10-09,2024-10-09,2026-09-30,40.6755,-73.97811,pip
Hungry Thirsty LLC,,Hungry Thirsty LLC,407 Smith St,11231,,,0240-25-120172,Restaurant,0240,license,2026-07-07,2025-08-19,2027-07-31,40.67798,-73.9962,pip
Idashi Omakase Inc.,,Idashi Omakase Inc.,464 Bergen St,11217,,,0267-24-134145,Food & Beverage Business,0267,license,2026-08-31,2026-10-01,2028-09-30,40.68104,-73.97587,pip
Il Leone,Il Leone,Brooklyn Lion's Den LLC,158 7th Ave,11215,https://illeone.me/,logos/ed08ad0f65c8.png,0370-25-131546,Food & Beverage Business,0370,license,2025-12-22,2025-12-22,2027-11-30,40.67218,-73.97716,pip
IL VIGNETTO,IL VIGNETTO,IL VIGNETTO CORP,145 UNION ST,11231,https://ilvignettofinewines.com,logos/b45cc604acf3.png,0100-21-113888,Liquor Store,0100,license,2024-04-18,2024-05-01,2027-04-30,40.68413,-74.00212,pip
INDIAN TABLE,INDIAN TABLE,TULSI FOODS INC,234 COURT ST,11201,https://indiantableny.com,logos/845196da524b.png,0340-23-139259,Restaurant,0340,license,2025-09-22,2025-10-01,2027-09-30,40.68597,-73.9942,geoclient
Inkaico Peruvian Kitchen,Inkaico Peruvian Kitchen,Surfish Bistro III Inc,447 Bergen St,11217,,,0340-25-128713,Restaurant,0340,license,2025-11-10,2025-11-10,2027-10-31,40.68115,-73.97617,pip
INSA,INSA,Y B S LLC,326 DOUGLASS ST,11217,https://www.insabrooklyn.com/,logos/a7f700b3841b.png,0340-21-121203,Restaurant,0340,license,2025-10-29,2025-12-01,2027-11-30,40.67962,-73.98256,pip
