lic,name,entity,address,zip,cd,cb,codes,bakery,prep,sqft,lat,lng,geocoded
762664,Baez Grocery Deli,Baez Grocery Deli Corp,1797 Prospect Place,11233,316,BKCB16,AC,False,True,,40.67249,-73.91657,False
762660,Wonder 7Th Grocery,Wonder 7Th Grocery Inc,5120 7Th Avenue,11220,307,BKCB7,A,False,False,800,40.64141,-74.00698,False
762656,5 Star Graham,5 Star Graham Corp,168 Graham Ave,11206,301,BKCB1,AC,False,True,,40.70747,-73.94323,False
762651,435 Prospect Market,435 Prospect Market Llc,435 Court St,11231,306,BKCB6,AC,False,True,,40.6783,-73.99785,False
762646,Edible Arrangements,Saib Enterprises Llc,1557 Ralph Avenue,11236,318,BKCB18,AC,False,True,1800,40.63892,-73.91907,False
762637,Long Wood Fish Market,Best Fish Market Of Ny Inc,9615 Church,11212,317,BKCB17,AC,False,True,,40.65597,-73.91501,False
762600,Universal Nl Market,Universal Nl Market Inc,624 Bradford Street,11207,305,BKCB5,AC,False,True,2000,40.66337,-73.88982,False
762583,Los 7 Valencias Grocery,Los 7 Valencias Grocery Llc,832 Broadway,11206,304,BKCB4,AC,False,True,,40.69924,-73.93924,False
762565,Beverley Halal Mini Market,Beverley Halal Mini Market Inc,1667 Nostrand Ave,11226,317,BKCB17,AC,False,True,1800,40.64544,-73.94899,False
762545,Yolanda Grocery Store,Yolanda Grocery Store Inc,2428 Pitkin,11208,305,BKCB5,A,False,False,,40.67384,-73.88281,False
762540,Zeena Bakery,Zeena Bakery Llc,999 Atlantic Ave,11238,302,BKCB2,AC,False,True,50,40.68007,-73.95916,False
762524,513 Deli & Grill,513 Deli & Grill Inc,513 5Th Ave,11215,306,BKCB6,AC,False,True,1200,40.66687,-73.98821,False
762483,Koha Food Market,Koha Food Market And Halal Meat Corp,319 Church Avenue,11218,312,BKCB12,AC,False,True,1100,40.64384,-73.977,False
762473,R&P Deli Food,R&P Deli Food Corp,567 Lefferts Avenue,11203,309,BKCB9,AC,False,True,,40.66288,-73.94211,False
762443,King Of Flatbush,King Of Flatbush Inc,1256 Flatbush Ave,11226,314,BKCB14,AC,False,True,1000,40.63974,-73.95488,False
762406,Tree Of Life Rx,Tree Of Life Rx Inc,2472 Coney Island Avenue,11223,315,BKCB15,AC,False,True,1500,40.59661,-73.96106,False
762382,5 Brothers Food Corp,5 Brothers Food Corp,365 Central Avenue,11221,304,BKCB4,AC,False,True,,40.69395,-73.91788,False
762356,Villager Farmers Market,Brooklyn Villagers Corp,1035 Coney Island Ave,11230,314,BKCB14,A,False,False,4000,40.63274,-73.9669,False
762277,Big Apple Air Bar,Big Apple Air Bar Corp,1076 Broadway,11221,304,BKCB4,AC,False,True,,40.6946,-73.93099,False
762276,Sajoma Grill And Deli,Sajoma Grill And Deli Corp,442 Marcus Garvey Blvd,11216,303,BKCB3,AC,False,True,,40.68184,-73.93781,False
762273,Garcias Grocery Ny,Garcias Grocery Ny Corp,1201 Foster Ave,11230,314,BKCB14,AC,False,True,,40.63292,-73.96545,False
762256,8602 Deli Food,8602 Deli Food Corp,8602 Flatlands Ave,11236,318,BKCB18,AC,False,True,2500,40.63847,-73.90871,False
762233,Noor Deli And More,Noor Deli And More Corp,4901 4Th Avenue,11220,307,BKCB7,AC,False,True,1000,40.64691,-74.01202,False
762231,945 Five Star Deli Grill Grocery,945 Five Star Deli Grill Grocery Corp,945 Broadway ##,11206,304,BKCB4,AC,False,True,,40.69709,-73.93541,False
762224,7-Eleven Store #27167B,2800 Cia Retail Corp,2800 Coney Island Avenue ##,11235,313,BKCB13,AC,False,True,,40.58822,-73.9607,False
762216,Fresh & Tasty Sushi @ Food Garden,Fresh & Tasty Sushi Inc,102 4Th Ave,11217,302,BKCB2,AC,False,True,,40.68136,-73.98047,False
762213,Fresh 1 Deli N Grill,Fresh 1 Deli N Grill Corp,6901 New Utrecht Ave,11228,311,BKCB11,AC,False,True,1500,40.62033,-73.99864,False
762200,Nick&Sons Bakery,Nick&Sons Bakery Llc,892 Lorimer St,11222,301,BKCB1,AC,False,True,,40.72316,-73.95146,False
762198,Met Fresh Supermarket,410 Meat Corp,410 Tompkins Ave,11216,303,BKCB3,AC,False,True,,40.683,-73.94384,False
762165,Mr Avocado Deli & Grill,Mr Avocado Deli & Grill Corporation,176 Central Ave,11221,304,BKCB4,AC,False,True,,40.69885,-73.92653,False
762160,Fine Deli & Grill,Fine Deli & Grill Inc,1786 Utica Ave,11234,318,BKCB18,AC,False,True,,40.62878,-73.92793,False
762155,Prospect Butcher Greenpoint,Prospect Butcher Greenpoint Llc,113A Nassau Ave ##,11222,301,BKCB1,AC,False,True,1000,40.72425,-73.94931,False
762150,Rojas Deli,Rojas Deli Corp,99 Morgan Ave,11237,301,BKCB1,AC,False,True,500,40.70731,-73.93215,False
762146,Berriessimo,Berriessimo Inc,80 58 Th St Unit 303,11220,307,BKCB7,AC,False,True,500,40.64627,-74.02443,False
762130,Elderberry Road,Germann Amy,999 Atlantic Ave,11238,302,BKCB2,AC,False,True,1000,40.68007,-73.95916,False
762129,Annn,Rirony Llc,999 Atlantic Ave,11238,302,BKCB2,AC,False,True,1000,40.68007,-73.95916,False
762117,Pineapple Minimarket,Pineapple Minimarket Corp,470 Kings Hwy ##,11223,311,BKCB11,AC,False,True,1200,40.60421,-73.97244,False
762110,New Jersey Deli Market,New Jersey Deli Market Inc,2672 Fulton St,11207,305,BKCB5,AC,False,True,,40.67739,-73.89598,False
762105,Abu Ali Deli & Grill,Abu Ali Deli & Grill Corporation,1537 Deklab Ave,11237,304,BKCB4,AC,False,True,,40.7024,-73.9211,False
762091,J & B Fruit Market,J & B Fruit Market Corp,182 Avenue U,11223,311,BKCB11,AC,False,True,2000,40.59654,-73.97728,False
762042,Mexico 2000 Grocery,Muchachon Deli Grocery Corp,367 Broadway  ##,11211,301,BKCB1,AC,False,True,,40.70747,-73.95514,False
762011,Uz Halal Meat,Uz Halal Meat Corp,1234 Coney Island Avenue ####,11230,314,BKCB14,AC,False,True,280,40.62763,-73.9657,False
761997,Isaac Deli And Bagels,Isaac Deli And Bagels Inc,3001 Avenue K,11210,318,BKCB18,AC,False,True,,40.62441,-73.94625,False
761995,Family Discount Grocery Deli,Family Discount Grocery Deli Inc,268 East 98 Street,11212,317,BKCB17,AC,False,True,,40.66114,-73.91863,False
761994,Kiwi Deli & Juice Bar,Kiwi Deli & Juice Bar Inc,474-476 Kings Highway,11223,311,BKCB11,AC,False,True,1500,40.60423,-73.97261,False
761948,Linden Deli And Grill 2,Linden Deli And Grill 2 Inc,2602 Linden Blvd,11208,305,BKCB5,AC,False,True,,40.66841,-73.86847,False
761947,Zaman Gourmet Deli 3,Zaman Gourmet Deli 3 Corp,839 Broadway,11206,304,BKCB4,AC,False,True,,40.69896,-73.93876,False
761945,Alex Deli Grocery 2,Alex Deli Grocery 2 Inc,2 Sutter Ave,11212,316,BKCB16,AC,False,True,,40.66528,-73.92287,False
761921,Dafu Grocery,Dafu Grocery Inc,"5024 8Th Avenue, 1 Floor",11220,312,BKCB12,AC,False,True,1400,40.64063,-74.00419,False
761919,Dollar Tree #09508,Dollar Tree Stores Inc,559 Fulton St,11201,302,BKCB2,A,False,False,,40.68948,-73.98244,False
761916,Sunset Gourmet,Sunset Gourmet Corp,5124 4Th Ave,11220,307,BKCB7,AC,False,True,1000,40.64547,-74.0137,False
761910,Lucky 7 Bagel And Grill,Lucky 7 Bagel And Grill Corp,1608 Avenue U,11229,315,BKCB15,AC,False,True,2000,40.59897,-73.95512,False
761840,Meat Hook,Meat Hook Carroll Gardens Llc The,301 Sackett St ##,11231,306,BKCB6,AC,False,True,,40.68295,-73.99523,False
761819,Ey Taste Good,Ey Taste Good Inc,588 Court St,11231,306,BKCB6,AC,False,True,8000,40.67362,-74.00005,False
761794,Verde Market,Verde Market Inc,646 Dean Street,11238,308,BKCB8,AC,False,True,1000,40.68039,-73.96895,False
761787,K & H Grill,K & H Grill Corp,1918 Kings Hwy,11229,315,BKCB15,AC,False,True,2000,40.61044,-73.95415,False
761781,Jbd Mini Market,Jbd Mini Market Corp,1699 Nostrand Ave,11226,317,BKCB17,AC,False,True,1700,40.64453,-73.94889,False
761753,4317 Grocery,4317 Grocery Inc,809 44Thst,11220,312,BKCB12,A,False,False,600,40.64426,-73.99989,False
761747,Varenyk House,Fest Production Inc,1111A Brighton Beach Ave ####,11235,313,BKCB13,A,False,False,400,40.5779,-73.95654,False
761724,Cityline Pharmacy,Cityline Pharmacy Corp,511 Cortelyou Rd###,11218,312,BKCB12,A,False,False,2000,40.6384,-73.97414,False
761722,Toribio Grocery Store,Toribio Grocery Store Corp,335 S 2Nd St,11211,301,BKCB1,AC,False,True,,40.71031,-73.954,False
761703,Ave J Gourmet Deli & Grill Zone,Ave J Gourmet Deli & Grill Zone Inc,2926 Avenue J,11210,314,BKCB14,AC,False,True,2000,40.62676,-73.94705,False
761651,Express Avocado Deli & Grill,Express Avocado Deli & Grill Corp,829 Franklin Avenue ####,11225,309,BKCB9,AC,False,True,1500,40.66998,-73.95822,False
761648,One Love Deli Grocery,One Love Deli Grocery Inc The,339 Graham,11211,301,BKCB1,AC,False,True,,40.71482,-73.94443,False
761623,Fulton Spot,Fulton Spot Llc,2819 Fulton Street,11207,305,BKCB5,A,False,False,1000,40.6782,-73.89049,False
761617,Kasbah Bakery,Kasbah Bakery Inc,257 Columbia St,11231,306,BKCB6,AC,False,True,,40.68336,-74.00349,False
761604,Lemons & Olive,Lemons & Olives Inc,200 Eastern Parkway,11238,355,,A,False,False,,40.67183,-73.96347,False
761602,Lucky 4216 Grocery,Lucky 4216 Grocery Inc,4216 8Th Avenue,11232,312,BKCB12,A,False,False,,40.64525,-73.99939,False
761582,Jury Market 1,Jury Market 1 Corp,1098 Bedford Ave,11216,303,BKCB3,AC,False,True,,40.68712,-73.95466,False
761580,Ola Deli Grocery,Ola Deli Grocery Inc,225 Bond St,11217,306,BKCB6,AC,False,True,,40.68261,-73.98777,False
761548,Yemz Deli & Food Market,Yemz Deli & Food Market Corp,1314 Kings Hwy,11229,315,BKCB15,AC,False,True,3000,40.60822,-73.95953,False
761540,Deli Grocery God Bless You,Deli Grocery God Bless You Inc,8010 20Th Avenue,11214,311,BKCB11,AC,False,True,2000,40.60782,-73.9949,False
761535,Brightons Gourmet Deli Grill,Brighton Gourmet Deli Grill Corp,624 Brighton Beach Ave,11235,313,BKCB13,AC,False,True,2000,40.57778,-73.96071,False
761529,Lenox Deli Bites,Lenox Deli Bites Corp,787 Albany Ave,11203,317,BKCB17,AC,False,True,,40.65469,-73.93941,False
761528,Crunch-N,Pythonified Llc,7203 13Th Avenue 1St Fl ##,11228,310,BKCB10,AC,False,True,800,40.62189,-74.00576,False
761504,King Capital Deli Grocery,King Capital Deli Grocery Corp,9527 Church Ave,11212,317,BKCB17,AC,False,True,,40.6556,-73.91562,False
761502,Rockaway Gourmet Deli & Griull,Rockaway Gourmet Deli & Griull 3 Corp,1 Kingston Ave,11213,303,BKCB3,AC,False,True,,40.67961,-73.94124,False
761498,Mcgreenland Deli And Grocery,Mcgreenland Deli And Grill Corp,336 Mcguiness Blvd,11222,301,BKCB1,AC,False,True,1000,40.73388,-73.95215,False
761493,Tommys Meat Market,A G Meat Llc,9604 Church Ave,11212,317,BKCB17,AC,False,True,,40.65581,-73.91528,False
761479,Bellos American,Bellos American Corp,1445 Rockaway Pkwy,11236,318,BKCB18,AC,False,True,1800,40.64486,-73.90198,False
761441,874 Mini Market,874 Mini Market Corp,874 Broadway,11206,303,BKCB3,AC,False,True,1000,40.69833,-73.93766,False
761440,24K Deli,24K Deli Inc,1057 Flatbush Ave,11226,314,BKCB14,AC,False,True,1800,40.64504,-73.95802,False
761417,Alqadir Deli & Grocery,Alqadir Deli & Grocery Inc,1649 Bedford Ave,11225,309,BKCB9,AC,False,True,2000,40.66629,-73.95666,False
761414,One Bay Parkway Deli And Grill,One Bay Parkway Deli And Grill Corp,7108 Bay Parkway,11204,311,BKCB11,AC,False,True,2000,40.61032,-73.9851,False
761411,107 Wilson Express,107 Wilson Express Corp,107 Wilson Ave,11237,304,BKCB4,AC,False,True,,40.70139,-73.92697,False
761409,Williamsburg Deli Service,Williamsburg Deli Service Llc,296 Broadway,11211,301,BKCB1,AC,False,True,,40.70851,-73.95817,False
761377,Kings Hwy Deli & Grill,Kings Hwy Deli & Grill Incorporated,399 Kings Hwy ####,11223,311,BKCB11,A,False,False,1000,40.60453,-73.97538,False
761374,Star Brite Flatbush,Star Brite Flatbush Inc,1608 Flatbush Ave ####,11210,314,BKCB14,A,False,False,,40.63132,-73.94606,False
761370,Lucky U Convenience,Lucky U Convenience Inc,4211 8Th Ave,11232,312,BKCB12,A,False,False,,40.64534,-73.99931,False
761368,Gaza Convience,Gaza Convience Inc,533 Ocean Ave,11226,314,BKCB14,A,False,False,1000,40.64969,-73.96094,False
761308,Acai Bar At Hatzlacha Supermarket,Beyond Sail Inc,744 Bedford Ave ##,11205,303,BKCB3,AC,False,True,,40.69849,-73.95693,False
761306,Fresh Depot Market,Fresh Depot Market Inc,200 Jamaica Ave,11207,305,BKCB5,AC,False,True,,40.68038,-73.89272,False
761292,Kings Pharmacy,Kings Drug&Surgical Corp,492 Clarkson Ave,11203,317,BKCB17,A,False,False,,40.65581,-73.94319,False
761282,Neto Chocolate,Neto Solutions Inc,2133 Knapp St 2Nd Floor ##,11229,315,BKCB15,ACHK,False,True,2700,40.60043,-73.93412,False
761276,K&K Snack Gift Shop,K&K Snack Gift Shop Corp,1671 Flatbush Ave,11210,314,BKCB14,AC,False,True,,40.62957,-73.94426,False
761275,Top Fish Mkt,Top Fish Mkt Inc,5024 Church Ave,11203,317,BKCB17,AC,False,True,,40.6519,-73.92956,False
761270,Firehouse Deli & Grill #3,Firehouse Deli & Grill #3 Corporation,4 Stanwix St Store ##,11206,304,BKCB4,AC,False,True,,40.69842,-73.93379,False
761268,Jimmy Deli & Convenience,Jimmy Deli & Convenience Inc,299 Winthrop St,11225,309,BKCB9,AC,False,True,,40.6571,-73.94998,False
761267,Corner Fish Market,Corner Fish Market Llc,1219 Flatbushavenue ##,11226,314,BKCB14,AC,False,True,1200,40.64057,-73.9557,False
761233,Mgb Gourmet Deli,Mgb Gourmet Deli Inc,15 Marcus Garvey Blvd,11206,303,BKCB3,AC,False,True,,40.69942,-73.94133,False
761227,Amazing Bite Gourmet Deli,Amzing Bite Gourmet Deli Corp,1549 Pitkin Ave,11212,316,BKCB16,AC,False,True,,40.66888,-73.91621,False
761214,Okka Foods Market,Fancy Farms Ny Llc,1524 Kings  Hwy,11229,315,BKCB15,AC,False,True,10000,40.60905,-73.95763,False
761184,411 New Lots Deli,411 New Lots Deli Corp,411 New Lots Avenue,11207,305,BKCB5,AC,False,True,2000,40.66212,-73.89244,False
761134,Shining Stars Store,Shining Stars Store Inc,724 Broadway,11206,301,BKCB1,A,False,False,1200,40.70116,-73.94263,False
761129,Davids Mini Market,Davids Mini Market Inc,902 Avenue U,11223,315,BKCB15,AC,False,True,1600,40.59823,-73.96195,False
761123,Js Organic Market,Js Organic Market Corp,1045 Eastern Pkwy Ste A,11213,308,BKCB8,AC,False,True,,40.66912,-73.93363,False
761100,Midwood Grocery,Midwood Grocery Corp,587 Flatbush Ave,11225,309,BKCB9,A,False,False,,40.6592,-73.96054,False
761084,Family First Discount,2112 Yafa Llc,2112 Cortelyou Rd ##,11226,314,BKCB14,A,False,False,1400,40.64394,-73.95837,False
761069,Triangle Deli And Grocery,Triangle Deli And Grocery Corp,1891 Fulton St,11233,303,BKCB3,AC,False,True,,40.67883,-73.92102,False
761063,King Blake Deli,King Blake Deli Inc,1108 Blake Ave,11208,305,BKCB5,AC,False,True,,40.67045,-73.87717,False
761059,Sunset Park Deli,Sunset Park Deli Corp,4406 5Th Ave,11220,307,BKCB7,AC,False,True,2000,40.64832,-74.00696,False
760988,H&H Deli Grocery,H&H Deli Grocery 1 Corp,5524 4Th Ave,11220,307,BKCB7,AC,False,True,500,40.64322,-74.01604,False
760987,Carniceria La Malinche,Carniceria La Malinche Corp,480 60Th St.,11220,307,BKCB7,AC,False,True,1000,40.6396,-74.01638,False
760969,Organic Snacks 1 & Convenience,Organic Snacks 1 & Convenience Inc,566 5Th Ave,11215,307,BKCB7,AC,False,True,2000,40.66511,-73.9897,False
760949,280 Super Stop,280 Super Stop Corp,280 Utica Avenue,11213,309,BKCB9,A,False,False,,40.66841,-73.93116,False
760941,Suydam Beer & Market,Suydam Beer & Market Inc,81 St Nicholas Ave,11237,304,BKCB4,AC,False,True,,40.7062,-73.9194,False
760940,Rutland Deli Grocery,Rutland Deli Grocery Corp,1113 Rutland Road ##,11212,317,BKCB17,AC,False,True,,40.66486,-73.92303,False
760927,Welcome Mini Market,Welcome Mini Market Corp,759 Park Ave,11206,303,BKCB3,AC,False,True,1500,40.69809,-73.94521,False
760880,Mr Mangos Bodega,Mr Mangos Bodega Corp,112 Rockaway Ave,11233,316,BKCB16,AC,False,True,,40.67964,-73.9111,False
760830,Win Myanmar,Win Myanmar Inc,1415 Gravesend Neck Road ##,11229,315,BKCB15,AC,False,True,2200,40.59477,-73.95603,False
760829,La Tuya Meat Market & Deli,La Tuya Meat Market & Deli Corp,854 Knickerbocker Ave,11207,304,BKCB4,AC,False,True,,40.69177,-73.90595,False
760812,Sylvias Sweets,Sylvias Sweets Llc,474 Avenue P  ##,11223,312,BKCB12,AC,False,True,800,40.60919,-73.96964,False
760660,356 Express Sullivan Food,356 Express Sullivan Food Corp,209 Sullivan Pl,11225,309,BKCB9,AC,False,True,,40.66449,-73.95405,False
760653,Del Campo Fruits & Vegetables,Del Campo Fruits & Vegetables Corp,275 Ridgewood Ave,11208,305,BKCB5,AC,False,True,,40.68396,-73.87851,False
760651,Real Polish Delicatessen,Levit Hospitality Inc,321 Church Ave,11218,312,BKCB12,AC,False,True,2000,40.64386,-73.97694,False
760647,U Farmer Deli,U Farmer Deli Corp,4010 Avenue U,11234,318,BKCB18,AC,False,True,1500,40.60847,-73.92441,False
760644,American Express Deli,American Express Deli Corp,1115 Manhattan Ave,11222,301,BKCB1,AC,False,True,,40.7367,-73.95531,False
760634,Rosner’S Meat,Sks Investors Ny Llc,807 Avenue U,11223,315,BKCB15,AC,False,True,2800,40.59814,-73.96274,False
760624,Jochy,Jochy Corporation,40 Lewis Avenue,11206,303,BKCB3,AC,False,True,,40.69656,-73.93778,False
760620,New L&C Fish Market,New L&C Fish Market Inc,1910 Church Ave,11226,314,BKCB14,AC,False,True,2400,40.6499,-73.9618,False
760559,Nottingham Pharmacy,Jam Rx Llc,1914 Avenue M,11230,314,BKCB14,A,False,False,,40.61849,-73.95566,False
760540,Hegeman Convenience,Hegeman Convenience Corp,622 Chester Street ####,11212,316,BKCB16,A,False,False,,40.65626,-73.90827,False
760538,One Stop Family Mart,One Stop Family Mart Inc,365 Knickerbocker Ave ####,11237,304,BKCB4,A,False,False,,40.70057,-73.92143,False
760537,Avenue O Stop One Deli,Avenue O Stop One Deli Corp,89 Avenue O,11204,311,BKCB11,AC,False,True,2000,40.61047,-73.98171,False
760533,Amigos Deli & Grill,Amigos Deli & Grill Inc,5309 4Th Ave,11220,307,BKCB7,AC,False,True,800,40.64454,-74.01448,False
760528,Verazano Deli & Juice Bar,Verazano Deli & Juice Bar Inc,9504 4Th Ave,11209,310,BKCB10,AC,False,True,2000,40.61587,-74.03117,False
760519,Classic Deli & Organic,Classic Deli & Organic Corp,86 Lewis Ave,11206,303,BKCB3,AC,False,True,,40.69437,-73.93731,False
760517,Brooklyn Heights Deli,Brooklyn Heights Deli Corp,302 Stuyvesant Ave,11233,303,BKCB3,AC,False,True,,40.68444,-73.93234,False
760514,Ocean Deli & Grillthe,Ocean Deli & Grill Corp 1,1925 Church Ave,11226,314,BKCB14,AC,False,True,2500,40.65,-73.96142,False
760513,656 L & J Organic & Convenience,656 L & J Organic & Convenience Corp,656 Sutter Ave,11207,305,BKCB5,AC,False,True,,40.66948,-73.8945,False
760511,Harry Coffee Grocery Shop,Harry Coffee Grocery Shop Corp,1102 Saint Johns Pl,11213,308,BKCB8,AC,False,True,,40.67115,-73.94166,False
760506,N & M'S Brooklyn Deli,N & M S Brooklyn Deli Inc,2423 Mermaid Ave,11224,313,BKCB13,AC,False,True,1200,40.57585,-73.99192,False
760501,Kanz Deli,Kanz Deli Corp,1492 Park Pl,11213,308,BKCB8,AC,False,True,,40.67221,-73.92772,False
760499,Bravo Fresh Meat Market,5822 Meat Market Corp,5822 4Th Ave,11220,307,BKCB7,AC,False,True,,40.6416,-74.01774,False
760480,Habibis Deli & Grill,Habibis Deli & Grill Inc,2436 Stillwell Ave,11223,313,BKCB13,AC,False,True,1500,40.58797,-73.98361,False
760472,230 Deli & Grill,230 Deli & Grill I Llc,230 4Th Ave,11215,306,BKCB6,AC,False,True,,40.67719,-73.98328,False
760454,Sal Convenient,Sal Convenient Corp,1067 Flatbush Ave,11226,314,BKCB14,A,False,False,2000,40.64477,-73.958,False
760450,Bay 35 St Grocery,Bay 35 St Grocery Inc,180 Bay 35Th St,11214,311,BKCB11,A,False,False,1500,40.596,-73.99396,False
760446,Beibei Market,Beibei Market Inc,4612 8Th Avenue,11220,312,BKCB12,A,False,False,,40.6431,-74.00163,False
760444,My Favorite Snacks & Beer,My Favorite Snacks & Beer Inc,1974 86Th Street,11214,311,BKCB11,A,False,False,2000,40.60477,-73.99852,False
760440,Sal Candy & Lotto,Sal Candy & Lotto Corp,8123 3Rd Ave,11209,310,BKCB10,A,False,False,,40.62653,-74.02981,False
760438,Baraka Halal Meats,Baraka Halal Meats Inc,"1537 68Th St, Apt 4B",11219,311,BKCB11,A,False,False,,40.62103,-73.99796,False
760422,B-Town Supermarket,90 Fresh Food Corp,90 Church Ave,11218,312,BKCB12,AC,False,True,,40.64258,-73.97997,False
760401,Green Valley Mart,Green Valley Mart Corp,162 Driggs Ave,11222,301,BKCB1,AC,False,True,,40.72301,-73.94488,False
760379,452 Gourmet Deli And Grill,452 Gourmet Deli And Grill Corp,452 Knickerbocker Ave,11237,304,BKCB4,AC,False,True,,40.69905,-73.91878,False
760375,J Sushi Time,J Sushi Time,1380 Pennsylvania Ave ####,11239,305,BKCB5,AC,False,True,50,40.64767,-73.88169,False
760372,Cozine Fresh Deli,Cozine Fresh Deli Corp,116 Cozine Avenue,11207,305,BKCB5,AC,False,True,,40.65429,-73.88698,False
760371,Five Star Deli Food Market,Five Star Deli Food Market Corp,110 Nostrand Ave,11205,303,BKCB3,AC,False,True,,40.69644,-73.95278,False
760366,El Patroson Deli,El Patroson Deli Corp,1141 Washington Ave,11225,309,BKCB9,AC,False,True,,40.66111,-73.96068,False
760365,La Flota Deli Bk,La Flota Deli Bk Corp,1018 Belmont Avenue,11208,305,BKCB5,AC,False,True,,40.67416,-73.87138,False
760360,Pure Farmers Market,Pure Farmers Market Corp,1242 Liberty Ave,11208,305,BKCB5,AC,False,True,,40.67886,-73.862935,True
760353,Avenue J Juice Bar Deli,Avenue J Juice Bar Deli Corp,1348 Coney Island Ave,11230,314,BKCB14,AC,False,True,1700,40.6246,-73.96512,False
760327,Halal Outlet,Bottles Of Sunnah Nyc Inc,1871 Flatbush Ave. Store 1 ###,11234,318,BKCB18,AC,False,True,1500,40.60794,-73.92025,False
760320,Certo Market,Baam Supermarket 13 Avenue Llc,1274 39Th Street,11218,312,BKCB12,AC,False,True,10000,40.6408,-73.98656,False
760306,Nostrand A&R Pharmacy,Nostrand A&R Pharmacy Inc,936 Kings Hwy,11223,315,BKCB15,A,False,False,2000,40.60707,-73.96271,False
760297,Shop Fair Supermarkets,Lone Star Gourmet Market Inc,1901 Surf Ave. ###,11224,313,BKCB13,AC,False,True,7000,40.5751,-73.98574,False
760295,2059 Fulton Deli,2059 Fulton Deli Corp,2059 Fulton St,11233,316,BKCB16,AC,False,True,1000,40.67828,-73.9107,False
760282,Grace African Caribbean American Market,Grace African Caribbean American Market,2447 Dean Street,11233,316,BKCB16,A,False,False,,40.67451,-73.90614,False
760268,Tot Deli & Convenience,Tot Deli & Convenience Inc,864 Elton Street,11208,305,BKCB5,AC,False,True,,40.66207,-73.87815,False
760263,Babas Deli,Santaba Enterprises Inc,599 5Th Ave,11215,307,BKCB7,AC,False,True,2000,40.66431,-73.99036,False
760257,Los Torrez Deli,Los Torrez Deli Corp,3142 Fulton St,11208,305,BKCB5,AC,False,True,,40.68177,-73.87885,False
760256,Al Grocery And Deli,Al Grocery And Deli Corp,1691 Sterling Place,11233,308,BKCB8,AC,False,True,,40.67103,-73.92263,False
760241,Valdez And Deli Grocery,Valdez And Deli Grocery Inc,1661-A Saint Johns Place,11233,316,BKCB16,AC,False,True,,40.67009,-73.92181,False
760232,Rockaway Finest Meat,Rockaway Finest Meat Corp,1420 Rockaway Pkwy,11236,318,BKCB18,AC,False,True,3000,40.64539,-73.90257,False
760228,Seton Farms,Seton Farms Inc,246 Creamer St. ###,11231,306,BKCB6,AC,False,True,2800,40.67171,-74,False
760225,Organic Fresh Deli & Juice Bar,Organic Fresh Deli & Juice Bar Inc,554 Dekalb Ave,11205,303,BKCB3,AC,False,True,,40.69105,-73.95421,False
760215,Prospect Garden Deli,Prospect Garden Deli Corp,660 Rogers Ave,11226,309,BKCB9,AC,False,True,2000,40.65537,-73.95297,False
760214,Alex Fish Market,Alex Fish Market Corp,5302 Church Ave,11203,317,BKCB17,AC,False,True,,40.65233,-73.92734,False
760210,Nhj 82 Seafood,Nhj 82 Seafood Corp,382 Mcdonald Ave###,11218,312,BKCB12,AC,False,True,,40.64456,-73.97998,False
760198,Ave V Gourmet Deli,Ave V Gourmet Deli Corp,3043 Ave. V,11229,315,BKCB15,AC,False,True,1000,40.59878,-73.93693,False
760158,Town Market & Grill,Town Market & Grill Corp,650 5Th Avenue,11215,307,BKCB7,AC,False,True,200,40.66255,-73.99215,False
760154,H&M Market,Dm 561 Corp,561 Grand St,11211,301,BKCB1,AC,False,True,,40.71114,-73.94912,False
760153,Brookdale Deli And Grill,Brookdale Deli And Grill I Inc,2562 Linden Blvd,11208,305,BKCB5,AC,False,True,,40.6679,-73.86966,False
760129,Mayelin Grocery Store,Mayelin Grocery Store Corp,243 Ralph Ave,11233,303,BKCB3,AC,False,True,1000,40.6814,-73.92243,False
760117,Malcolmx Group/Retail Food Store,Malcolmx Group Inc,354 Malcolm X Blvd,11233,303,BKCB3,A,False,False,,40.68073,-73.92863,False
760095,Heights Deli,Heights Deli Corp,504 Pennsylvania Ave,11207,305,BKCB5,AC,False,True,,40.665,-73.89411,False
760085,Prime Natural Deli,Prime Natural Deli Corp,286 Patchen Ave,11233,303,BKCB3,AC,False,True,,40.68098,-73.92565,False
760076,Tian Yuan Veg,Tian Yuan Veg Inc,673 56Th Street,11220,307,BKCB7,A,False,False,600,40.63929,-74.00977,False
760075,Youjiaxing Grocery,Youjiaxing Grocery Inc,5701 Fort Hamilton Pkwy Store 1,11219,312,BKCB12,A,False,False,,40.6344,-74.00357,False
760070,Fishing Rod The,Lee Ave Fish Co Inc,338 Flushing Ave ###,11205,301,BKCB1,AC,False,True,,40.69826,-73.96152,False
760058,Shloimy'S Bake Shoppe,Shloms Heimish Corporation,430 Avenue P  ##,11223,315,BKCB15,ABCH,True,True,3500,40.60897,-73.97156,False
760055,291 Buffalo Grill Deli,291 Buffalo Grill Deli Corp,291 Buffalo Ave,11213,308,BKCB8,AC,False,True,,40.66891,-73.92557,False
760052,Brooklyn Flaming Grill,760 Brooklyn Flaming Grill Corp,760 Mc Donald Ave,11218,312,BKCB12,AC,False,True,2000,40.63542,-73.97806,False
760048,Stay Fresh 889,Stay Fresh 889 Llc,889 Broadway,11206,304,BKCB4,AC,False,True,1000,40.69804,-73.93711,False
