areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08
Columbia St Waterfront District,Brooklyn,neighborhood,1700.0,1900.0,1875.0,1800.0,1800.0,2250.0,,2400.0,1700.0,1800.0,1750.0,1700.0,1750.0,1700.0,1700.0,1800.0,1700.0,1900.0,2150.0,1850.0,2200.0,2000.0,2000.0,1900.0,1950.0,2200.0,2200.0,2200.0,1800.0,1800.0,1800.0,2400.0,2250.0,1850.0,2100.0,2000.0,2000.0,2000.0,1900.0,2250.0,2300.0,2500.0,2450.0,2400.0,2000.0,2100.0,2200.0,2100.0,2100.0,2400.0,2700.0,2600.0,2700.0,2400.0,2100.0,2100.0,2100.0,1950.0,1900.0,2100.0,2300.0,2200.0,2200.0,2200.0,2100.0,2200.0,2200.0,2250.0,2350.0,2300.0,2300.0,2395.0,2500.0,2500.0,2895.0,2300.0,2300.0,2395.0,2300.0,2350.0,2399.0,2250.0,2250.0,2200.0,2195.0,2200.0,2200.0,2200.0,2300.0,2300.0,2300.0,2350.0,2400.0,2350.0,2400.0,2500.0,2300.0,2300.0,2270.0,2300.0,2500.0,2750.0,2700.0,2300.0,2575.0,2375.0,2500.0,2500.0,2500.0,2500.0,2475.0,2400.0,2400.0,2310.0,2650.0,2600.0,2400.0,2295.0,2625.0,2400.0,2400.0,2500.0,2750.0,2700.0,2600.0,2500.0,2500.0,2500.0,2300.0,2300.0,2250.0,2250.0,2200.0,2200.0,2300.0,2300.0,2200.0,2300.0,2500.0,2300.0,2900.0,2550.0,2550.0,2800.0,2500.0,2500.0,2000.0,2700.0,2700.0,3000.0,3000.0,3000.0,3000.0,2750.0,3000.0,3000.0,2595.0,2750.0,2750.0,2550.0,2800.0,3200.0,3300.0,3200.0,3200.0,3350.0,2800.0,2850.0,2900.0,3500.0,3200.0,3000.0,2950.0,2800.0,2800.0,2800.0,2895.0,3000.0,3000.0,2800.0,2750.0,3300.0,3775.0,3500.0,3700.0,3500.0,3500.0,3450.0,3500.0,3295.0,3475.0,3500.0,3400.0,3600.0,4000.0,3900.0,3000.0,4500.0,3200.0,3000.0
Concourse,Bronx,neighborhood,1100.0,1150.0,1150.0,1150.0,1200.0,1050.0,1050.0,950.0,900.0,1200.0,1250.0,1050.0,1150.0,1150.0,,1200.0,1300.0,1299.0,1075.0,1325.0,1075.0,1000.0,1100.0,1100.0,1250.0,1250.0,1200.0,1200.0,1200.0,1275.0,1400.0,1300.0,1300.0,1300.0,1325.0,1325.0,1350.0,1325.0,1300.0,1300.0,1300.0,1300.0,1500.0,1300.0,1200.0,1350.0,1350.0,1395.0,1350.0,1325.0,1402.0,1371.0,1395.0,1150.0,1300.0,1260.0,1250.0,1350.0,1295.0,1248.0,1280.0,1280.0,1250.0,1275.0,1300.0,1350.0,1300.0,1350.0,1350.0,1350.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1395.0,1425.0,1450.0,1450.0,1495.0,1495.0,1450.0,1450.0,1495.0,1400.0,1400.0,1499.0,1500.0,1500.0,1500.0,1500.0,1535.0,1595.0,1500.0,1459.0,1500.0,1500.0,1450.0,1450.0,1650.0,1675.0,1675.0,1550.0,1525.0,1550.0,1595.0,1553.0,1550.0,1554.0,1575.0,1595.0,1625.0,1624.0,1600.0,1636.0,1636.0,1636.0,1636.0,1650.0,1675.0,1750.0,1700.0,1775.0,1699.0,1698.0,1650.0,1695.0,1699.0,1650.0,1625.0,1550.0,1600.0,1600.0,1650.0,1675.0,1650.0,1650.0,1650.0,1650.0,1650.0,1625.0,1700.0,1650.0,1695.0,1695.0,1750.0,1725.0,1750.0,1695.0,1750.0,1779.0,1750.0,1650.0,1795.0,1795.0,1775.0,1775.0,1800.0,1850.0,1750.0,1695.0,1895.0,1900.0,1995.0,1990.0,1895.0,1850.0,1950.0,1995.0,1725.0,1995.0,2325.0,2250.0,2029.0,1875.0,1950.0,1950.0,1950.0,1897.0,2119.0,2395.0,2195.0,2350.0,2095.0,2275.0,2275.0,2195.0,2250.0,2100.0,2000.0,2100.0,2100.0,2000.0,2050.0,2100.0,2300.0,3100.0,3219.0,3219.0
Coney Island,Brooklyn,neighborhood,1250.0,,,,,,,,,,,,,1100.0,,,,,,,,,,1575.0,1495.0,1495.0,1395.0,1550.0,1495.0,1495.0,,1395.0,1395.0,1400.0,1400.0,1500.0,1450.0,1400.0,1550.0,1550.0,1475.0,1475.0,1475.0,1600.0,1475.0,1475.0,1475.0,1475.0,1575.0,1600.0,1500.0,1550.0,1550.0,1500.0,1500.0,1675.0,1675.0,1675.0,1650.0,1650.0,1650.0,1675.0,1700.0,1850.0,1895.0,1850.0,1650.0,1895.0,1950.0,1925.0,1900.0,1899.0,1850.0,2000.0,2055.0,2100.0,2100.0,1832.0,1832.0,1874.0,1775.0,1775.0,1917.0,1787.0,1850.0,1850.0,1950.0,2149.0,1999.0,1899.0,1850.0,1850.0,1849.0,1899.0,1875.0,1950.0,1950.0,1750.0,1850.0,1950.0,1900.0,1950.0,1950.0,2100.0,2075.0,2075.0,2175.0,2200.0,2150.0,1900.0,2100.0,1900.0,2099.0,2188.0,2316.0,2175.0,2199.0,2150.0,2098.0,2660.0,2570.0,2455.0,2430.0,2350.0,2250.0,2250.0,2200.0,2199.0,2318.0,2150.0,2188.0,2199.0,2168.0,2050.0,2050.0,2050.0,2050.0,2058.0,2100.0,2119.0,2157.0,2199.0,2200.0,2099.0,2199.0,2150.0,2156.0,2438.0,2200.0,2396.0,2450.0,2350.0,2500.0,2938.0,3071.0,2550.0,2400.0,2381.0,2600.0,2400.0,2435.0,2400.0,2800.0,2850.0,2850.0,2995.0,2885.0,2885.0,3103.0,2800.0,2775.0,2833.0,3060.0,3095.0,3113.0,3080.0,3095.0,3085.0,2890.0,2940.0,3175.0,3200.0,3200.0,3225.0,3200.0,3225.0,3205.0,3175.0,3170.0,3130.0,3135.0,3165.0,3185.0,3235.0,3225.0,3220.0,3225.0,3218.0,3218.0,3218.0
Corona,Queens,neighborhood,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1385.0,1325.0,,,1195.0,1195.0,1195.0,1300.0,1300.0,1400.0,1100.0,995.0,1350.0,1350.0,1225.0,1350.0,1100.0,1350.0,1350.0,,1250.0,1250.0,1200.0,,,1200.0,1300.0,1300.0,1300.0,,,,1350.0,1350.0,1350.0,1500.0,1500.0,1493.0,1500.0,1500.0,1495.0,1425.0,1595.0,1550.0,1550.0,1550.0,1595.0,1600.0,1650.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1625.0,1695.0,1770.0,1805.0,1790.0,1775.0,1755.0,1845.0,1800.0,1815.0,1780.0,1765.0,1755.0,1745.0,1770.0,1800.0,1795.0,1800.0,1825.0,1810.0,1785.0,1845.0,1930.0,1925.0,1875.0,1805.0,1795.0,1655.0,1647.0,1595.0,1595.0,1695.0,2200.0,1915.0,1905.0,2105.0,2090.0,2000.0,2010.0,1980.0,1840.0,2305.0,1795.0,1795.0,1811.0,1812.0,1856.0,1892.0,1942.0,1870.0,1892.0,1871.0,1847.0,1820.0,1896.0,1900.0,1836.0,1790.0,1783.0,1695.0,1799.0,1874.0,1815.0,1731.0,1762.0,1823.0,1933.0,1950.0,1915.0,1750.0,1977.0,2115.0,2010.0,1968.0,1930.0,1994.0,2060.0,2237.0,2357.0,2139.0,2079.0,2285.0,2199.0,2199.0,2100.0,2393.0,2400.0,2352.0,2369.0,2356.0,2376.0,2488.0,2506.0,2758.0,1895.0,2095.0,2420.0,2250.0,2250.0,2747.0,2789.0,2720.0,2657.0,2625.0,2500.0,2615.0,2663.0,3000.0,2650.0,2620.0,2645.0,2500.0,2650.0,2805.0,2400.0,2705.0,2895.0,2828.0,2795.0,2700.0,2635.0,2775.0,2775.0,2650.0,2600.0,2375.0,2375.0,2250.0
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1195.0,1200.0,1200.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,1095.0,,,,,,1325.0,,,1400.0,,,,,,,,,,,,,1650.0,,,,,,,,,,1650.0,1650.0,1675.0,1675.0,1725.0,1725.0,1550.0,,,,,1700.0,,,,,,,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,,,2150.0,2150.0,1775.0,1700.0,1699.0,,1850.0,1650.0,1650.0,,,1750.0,,1995.0,1950.0,,,1975.0,1895.0,1895.0,1300.0,2175.0,1895.0,2050.0,2050.0,2050.0,,1700.0,,,1995.0,,,,2050.0,2095.0,,2195.0,2195.0,2195.0,,,,2200.0,2200.0,,,,,2000.0,,,2195.0,2150.0,,2250.0,2250.0,2250.0,,,,2762.0,2000.0,2199.0,2200.0,,,,2250.0,,,2295.0
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,1150.0,1150.0,1250.0,1250.0,1550.0,1550.0,1400.0,1400.0,1400.0,1400.0,1090.0,1100.0,1400.0,,,,,,1400.0,1450.0,1450.0,,,,1300.0,,1450.0,1450.0,1450.0,1450.0,,,,1500.0,,,1500.0,1500.0,,,1700.0,1700.0,,,,,1600.0,1711.0,1595.0,1595.0,1600.0,,,2154.0,1750.0,1750.0,1698.0,1700.0,,1500.0,,1650.0,,1700.0,,1650.0,1650.0,1500.0,,1495.0,1750.0,1750.0,1750.0,1975.0,2149.0,1599.0,,1513.0,1675.0,1595.0,1900.0,1900.0,1700.0,1600.0,1900.0,1496.0,1595.0,1725.0,1645.0,1590.0,1650.0,1575.0,2000.0,1395.0,1395.0,1395.0,2475.0,1799.0,1799.0,1650.0,1600.0,1600.0,1650.0,1699.0,1699.0,1649.0,1700.0,,1850.0,1895.0,1855.0,1400.0,1800.0,1750.0,1325.0,1595.0,,,,,,,,1850.0,1850.0,1850.0,1700.0,1650.0,1645.0,1645.0,1902.0,2000.0,2000.0,1950.0
Crown Heights,Brooklyn,neighborhood,1800.0,1950.0,2000.0,1900.0,1675.0,1450.0,1400.0,1300.0,1325.0,1525.0,1525.0,1550.0,1500.0,1350.0,1375.0,1400.0,1425.0,1325.0,1450.0,1350.0,1700.0,1700.0,1625.0,1600.0,1600.0,1590.0,1625.0,1675.0,1750.0,1575.0,1600.0,1800.0,1895.0,1525.0,1600.0,1500.0,1580.0,1765.0,1500.0,1595.0,1695.0,1700.0,1800.0,1800.0,1700.0,1675.0,1600.0,1595.0,1550.0,1500.0,1550.0,1675.0,1680.0,1775.0,1850.0,1900.0,1750.0,1675.0,1750.0,1699.0,1650.0,1650.0,1650.0,1645.0,1699.0,1700.0,1700.0,1900.0,1995.0,1800.0,1800.0,1800.0,1800.0,1895.0,1900.0,1950.0,1990.0,1900.0,1900.0,1900.0,1900.0,1999.0,1800.0,1900.0,1900.0,1895.0,1895.0,1990.0,1950.0,1950.0,1999.0,2049.0,2095.0,2150.0,1950.0,1875.0,1850.0,1875.0,1975.0,2095.0,2000.0,2095.0,2123.0,2000.0,2100.0,2100.0,1975.0,2075.0,2000.0,2000.0,2000.0,2100.0,2050.0,2099.0,2100.0,2100.0,2199.0,2100.0,2108.0,2100.0,2150.0,2125.0,2224.0,2199.0,2149.0,2095.0,2015.0,2000.0,1975.0,1925.0,1900.0,1900.0,1895.0,1900.0,1870.0,1850.0,1900.0,2000.0,2000.0,2050.0,2100.0,2000.0,2100.0,2150.0,2150.0,2100.0,2200.0,2200.0,2495.0,2500.0,2550.0,2875.0,2799.0,2600.0,2650.0,2600.0,2650.0,2550.0,2500.0,2650.0,2800.0,2665.0,2700.0,2875.0,2799.0,2799.0,2700.0,2799.0,2800.0,2700.0,2700.0,2799.0,2850.0,2812.0,2750.0,2900.0,2950.0,2750.0,2750.0,2799.0,2800.0,2850.0,3100.0,3150.0,3150.0,3250.0,3150.0,3100.0,3200.0,3215.0,3190.0,3120.0,3250.0,3316.0,3300.0,3300.0,3429.0,3400.0,3450.0,3495.0
DUMBO,Brooklyn,neighborhood,2850.0,2900.0,2950.0,2750.0,2700.0,2350.0,3000.0,3200.0,3100.0,3000.0,3300.0,3300.0,3295.0,3295.0,3300.0,3080.0,3000.0,2950.0,3000.0,3200.0,3300.0,3180.0,3100.0,3100.0,3150.0,3100.0,3100.0,2950.0,3200.0,3200.0,3350.0,3450.0,3400.0,3500.0,3550.0,3450.0,3450.0,3300.0,3300.0,3350.0,3350.0,3400.0,3475.0,3700.0,3750.0,3570.0,3400.0,3400.0,3700.0,3600.0,3550.0,3700.0,3700.0,3775.0,3775.0,3750.0,3600.0,3685.0,3685.0,3600.0,3600.0,3600.0,3800.0,3800.0,3750.0,3846.0,3695.0,3800.0,3882.0,3800.0,3800.0,3882.0,3882.0,3852.0,3810.0,3900.0,3900.0,3800.0,3971.0,3725.0,3925.0,3900.0,3925.0,3595.0,3600.0,3840.0,3840.0,3800.0,3750.0,3750.0,3690.0,3650.0,3600.0,3595.0,3643.0,3689.0,3804.0,3807.0,3850.0,3825.0,3997.0,3997.0,3988.0,3937.0,3795.0,4195.0,4050.0,3900.0,4200.0,4120.0,4395.0,4250.0,3950.0,3995.0,4295.0,4250.0,4230.0,3950.0,4029.0,3999.0,4186.0,4360.0,4195.0,4195.0,4194.0,4000.0,3913.0,3796.0,3621.0,3795.0,3950.0,3795.0,3750.0,3745.0,3750.0,3995.0,3945.0,4095.0,4150.0,3995.0,4343.0,4395.0,4395.0,4500.0,4500.0,4500.0,4980.0,4694.0,4900.0,5000.0,4995.0,5000.0,5095.0,4995.0,4595.0,4500.0,4995.0,4795.0,4895.0,4900.0,4900.0,5029.0,5389.0,5200.0,5037.0,5270.0,4895.0,4895.0,4995.0,4800.0,4930.0,4995.0,5195.0,5363.0,5281.0,5100.0,4985.0,5000.0,4886.0,4935.0,4900.0,4895.0,5020.0,5300.0,5347.0,5410.0,5350.0,5250.0,4900.0,4937.0,4862.0,4895.0,4750.0,4940.0,5196.0,5135.0,5135.0,5140.0,5290.0,5294.0
Ditmas Park,Brooklyn,neighborhood,1400.0,1400.0,1400.0,1400.0,1600.0,1700.0,1000.0,1000.0,1000.0,1000.0,1000.0,850.0,,1300.0,1150.0,1350.0,1300.0,1300.0,1400.0,1350.0,1450.0,1450.0,1400.0,1450.0,1350.0,1425.0,1425.0,1425.0,1200.0,1400.0,1400.0,1495.0,1400.0,1400.0,1700.0,1700.0,1700.0,1650.0,1500.0,1450.0,1450.0,1425.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1500.0,1475.0,1475.0,1575.0,1500.0,1550.0,1500.0,1525.0,1552.0,1552.0,1475.0,1495.0,1500.0,1548.0,1500.0,1550.0,1500.0,1550.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1700.0,1795.0,1800.0,1600.0,1700.0,1800.0,1850.0,1700.0,1750.0,1700.0,1650.0,1850.0,1750.0,1799.0,1799.0,1750.0,1825.0,1750.0,1700.0,1700.0,1750.0,1700.0,1650.0,1650.0,1700.0,1700.0,1700.0,1799.0,1750.0,1750.0,1800.0,1700.0,1700.0,1700.0,1700.0,1799.0,1850.0,1850.0,1800.0,1795.0,1800.0,1900.0,1728.0,1895.0,1775.0,1800.0,1825.0,1825.0,2000.0,1875.0,1875.0,1849.0,1850.0,1795.0,1795.0,1800.0,1750.0,1700.0,1695.0,1700.0,1795.0,1700.0,1745.0,1800.0,1800.0,1750.0,1780.0,1795.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1895.0,2100.0,2250.0,2295.0,2200.0,2200.0,1999.0,2200.0,2150.0,2000.0,2150.0,2200.0,2350.0,2230.0,2150.0,2395.0,2250.0,2200.0,2250.0,2295.0,2350.0,2300.0,2200.0,2200.0,2200.0,2300.0,2295.0,2250.0,2100.0,2095.0,2200.0,2400.0,2350.0,2300.0,2300.0,2250.0,2250.0,2499.0,2395.0,2300.0,2500.0,2550.0,2200.0,2700.0,2650.0,2675.0,2780.0,2700.0,2650.0,2695.0,2650.0,2695.0
Douglaston,Queens,neighborhood,,,,,,,,,,,,,1300.0,1300.0,,,1400.0,1400.0,,,,,1400.0,1400.0,1400.0,,1400.0,1400.0,1400.0,1400.0,1400.0,,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,,1900.0,1900.0,1600.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1800.0,1800.0,1800.0,1700.0,1700.0,1550.0,1550.0,1550.0,1500.0,,1650.0,1650.0,1650.0,1650.0,,1650.0,,2000.0,2000.0,2000.0,2000.0,1700.0,1650.0,2000.0,2000.0,2700.0,2700.0,,,,,2000.0,,,,,2400.0,2400.0,2300.0,2300.0,2400.0,1400.0,,1925.0,1925.0,,,,,,1680.0,,,1900.0,1900.0,1750.0,1800.0,1800.0,1800.0,,2000.0,,,,,,,,,,2000.0,,2000.0,2000.0,2000.0,2000.0,1675.0,1675.0,1695.0,,,,,1800.0,1800.0,1600.0,1600.0,,,1650.0,,,,,,,,,,,2350.0,,,,,,,,,2000.0,,,2525.0,2525.0,2195.0,3525.0,3525.0,,2401.0,,,,,,,,,,,,3525.0,2000.0,2500.0,3525.0,2200.0,3575.0,3575.0,3700.0,3000.0,2300.0,2300.0,2200.0,2000.0,2000.0,3600.0,3625.0,3525.0,3550.0,3650.0
Downtown Brooklyn,Brooklyn,neighborhood,1976.0,1954.0,2000.0,2104.0,2250.0,2356.0,2500.0,2525.0,2530.0,2525.0,2505.0,2500.0,2500.0,2395.0,2328.0,2271.0,2271.0,2424.0,2500.0,2500.0,2516.0,2500.0,2650.0,2580.0,2350.0,2429.0,2522.0,2429.0,2550.0,2595.0,2700.0,2681.0,2700.0,2658.0,2945.0,2995.0,3000.0,2970.0,2960.0,2985.0,2904.0,2800.0,2875.0,2950.0,2825.0,2800.0,2795.0,2800.0,2800.0,2900.0,2980.0,2986.0,3030.0,2970.0,3015.0,3090.0,3130.0,3135.0,3035.0,2950.0,3025.0,3095.0,3360.0,3260.0,3350.0,3235.0,3300.0,3190.0,3200.0,3185.0,3095.0,3150.0,3060.0,3094.0,3163.0,3100.0,3055.0,3100.0,3205.0,3195.0,3079.0,3095.0,3045.0,3013.0,3029.0,3084.0,3065.0,3095.0,3185.0,3166.0,3210.0,3250.0,3165.0,3095.0,3050.0,3071.0,3094.0,3050.0,3248.0,3340.0,3415.0,3423.0,3386.0,3511.0,3405.0,3360.0,3355.0,3410.0,3400.0,3405.0,3400.0,3447.0,3495.0,3519.0,3599.0,3684.0,3526.0,3500.0,3410.0,3386.0,3474.0,3415.0,3387.0,3350.0,3320.0,3281.0,3150.0,3025.0,2880.0,2890.0,2875.0,2918.0,3150.0,3150.0,3200.0,3340.0,3434.0,3486.0,3625.0,3748.0,3738.0,3700.0,3700.0,3781.0,3950.0,4035.0,4095.0,4057.0,4195.0,4244.0,4250.0,4300.0,4295.0,4150.0,4138.0,4090.0,4137.0,4030.0,4050.0,4250.0,4349.0,4250.0,4275.0,4300.0,4190.0,4150.0,4099.0,4150.0,4213.0,4325.0,4200.0,4278.0,4252.0,4300.0,4400.0,4475.0,4460.0,4393.0,4315.0,4355.0,4455.0,4427.0,4425.0,4403.0,4395.0,4570.0,4480.0,4425.0,4370.0,4350.0,4350.0,4350.0,4550.0,4625.0,4595.0,4700.0,4700.0,4600.0,4645.0,4713.0
Dyker Heights,Brooklyn,neighborhood,1675.0,1500.0,975.0,985.0,950.0,985.0,1400.0,1100.0,1100.0,1400.0,1400.0,1295.0,1400.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1400.0,1359.0,1400.0,1400.0,1350.0,1345.0,1345.0,1150.0,1150.0,,1450.0,,,,1150.0,1150.0,1150.0,1400.0,1400.0,1395.0,1395.0,1359.0,1575.0,,1450.0,1100.0,1100.0,1400.0,,1250.0,1350.0,1400.0,1350.0,1350.0,1350.0,1350.0,1300.0,1300.0,1450.0,1300.0,1350.0,1350.0,1450.0,1500.0,1300.0,1450.0,1600.0,1600.0,1350.0,1650.0,1400.0,1350.0,1600.0,1600.0,1500.0,1500.0,1450.0,1450.0,1375.0,1375.0,1700.0,1700.0,1700.0,1700.0,1600.0,1600.0,1450.0,1450.0,1450.0,1500.0,1549.0,1500.0,1450.0,1500.0,1500.0,1550.0,1375.0,1450.0,1495.0,1550.0,1550.0,1600.0,1600.0,1550.0,1500.0,1500.0,1550.0,1500.0,1600.0,1575.0,1550.0,1550.0,1600.0,1650.0,1600.0,1500.0,1525.0,1600.0,1700.0,1675.0,1599.0,1600.0,1700.0,1500.0,1650.0,1600.0,1700.0,1700.0,1650.0,1650.0,1650.0,1650.0,1500.0,1500.0,1550.0,1500.0,1600.0,1600.0,1595.0,1595.0,1600.0,1600.0,1600.0,1600.0,1550.0,1600.0,1600.0,1600.0,1850.0,1600.0,1600.0,1550.0,1900.0,1950.0,1795.0,1599.0,1825.0,1750.0,1725.0,1725.0,1650.0,1700.0,1800.0,1813.0,1625.0,1999.0,1949.0,1899.0,2200.0,1800.0,1575.0,2200.0,1900.0,1850.0,1800.0,1850.0,2000.0,1975.0,2300.0,2095.0,2095.0,2300.0,1875.0,1850.0,2050.0,1850.0,2000.0,2000.0,2100.0,1850.0,1900.0,1800.0,2450.0,2300.0,2300.0,2050.0,2050.0,2300.0,2075.0,2000.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,,,,,,,,,,,,1950.0,1950.0,,,,,,,,825.0,,,,,,,,,1600.0,1500.0,1500.0,1500.0,1500.0,1495.0,1495.0,,,,,,,,,,,,,,,,,,,,,1400.0,,,,,1595.0,,1300.0,2200.0,1550.0,1550.0,1800.0,1800.0,,,,1595.0,1650.0,1650.0,,,,1649.0,1649.0,1500.0,,1900.0,,1595.0,1595.0,,2650.0,1650.0,1650.0,1950.0,,,1700.0,1800.0,1650.0,1800.0,,,,,,,,,,,,,,1750.0,1800.0,1800.0,1700.0,1800.0,2100.0,2100.0,2000.0,1950.0,,,1600.0,,2000.0,2200.0,2000.0,1800.0,1500.0,,1750.0,1750.0,,2100.0,2099.0,2012.0,2000.0,2000.0,1900.0,2200.0,,1800.0,1800.0,,1850.0,1850.0,,2400.0,2500.0,2500.0,2400.0,2400.0,,,,,,,2499.0,2350.0,2550.0,2300.0,,,2195.0,2195.0,,,1900.0,
East Flatbush,Brooklyn,neighborhood,2000.0,2400.0,2500.0,2500.0,2995.0,2750.0,,,1045.0,,,1175.0,1100.0,1100.0,1100.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1275.0,1275.0,1200.0,1150.0,1150.0,1150.0,1295.0,1195.0,1195.0,1400.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1275.0,1250.0,1190.0,1200.0,1250.0,1200.0,1200.0,1300.0,1300.0,1300.0,1275.0,1295.0,1300.0,1375.0,1375.0,1400.0,1375.0,1300.0,1200.0,1200.0,1200.0,1250.0,1300.0,1395.0,1395.0,1400.0,1400.0,1400.0,1500.0,1400.0,1395.0,1400.0,1400.0,1450.0,1450.0,1495.0,1495.0,1450.0,1500.0,1550.0,1595.0,1600.0,1595.0,1550.0,1550.0,1600.0,1595.0,1650.0,1650.0,1600.0,1600.0,1700.0,1650.0,1600.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1649.0,1650.0,1750.0,1750.0,1750.0,1651.0,1650.0,1650.0,1750.0,1800.0,1750.0,1655.0,1700.0,1800.0,1799.0,1799.0,1800.0,1725.0,1799.0,1799.0,1850.0,1895.0,1995.0,1950.0,1900.0,1900.0,1850.0,1830.0,1821.0,1799.0,1850.0,1799.0,1799.0,1750.0,1775.0,1900.0,1900.0,1950.0,1800.0,1850.0,1775.0,1800.0,1800.0,1950.0,2000.0,2000.0,1975.0,2100.0,2233.0,2233.0,2200.0,2249.0,2168.0,2000.0,2000.0,2150.0,2200.0,2200.0,2100.0,2299.0,2150.0,2349.0,2395.0,2399.0,2300.0,2200.0,2295.0,2350.0,2395.0,2399.0,2499.0,2499.0,2500.0,2450.0,2500.0,2500.0,2400.0,2515.0,2400.0,2350.0,2400.0,2550.0,2675.0,2495.0,2500.0,2599.0,2600.0,2595.0,2666.0,2590.0,2600.0,2550.0,2500.0,2541.0,2600.0,2600.0,2600.0,2650.0,2650.0
