display_name,dba,legal_name,address,zip,website,logo,license_id,license_description,class,type,original_issue,effective,expires,lat,lon,assignment_method
1092 Liberty Deli Inc,,1092 Liberty Deli Inc,1092 Liberty Ave,11208,,,0081-25-130150,Grocery Store,0081,license,2025-11-25,2025-11-25,2028-10-31,40.67839,-73.8691,pip
1115 PENNSYLVANIA MEAT CORP,,1115 PENNSYLVANIA MEAT CORP,1115 PENNSYLVANIA AVENUE,11207,,,0081-22-131283,Grocery Store,0081,license,2025-08-08,2025-09-01,2028-08-31,40.65369,-73.88669,pip
1129 RAIN DELI GROCERY INC,,1129 RAIN DELI GROCERY INC,1129 Blake Ave,11208,,,0081-25-106726,Grocery Store,0081,license,2025-04-07,2025-04-07,2028-03-31,40.67061,-73.87595,pip
1149 YAMASA GROCERY INC,,1149 YAMASA GROCERY INC,1149 BLAKE AVE,11208,,,0081-21-100269,Grocery Store,0081,license,2024-11-27,2024-12-01,2027-11-30,40.67074,-73.87503,pip
1268 DELI GROCERY CORP,,1268 DELI GROCERY CORP,1268 SUTTER AVE,11208,,,0081-21-109312,Grocery Store,0081,license,2024-12-12,2025-01-01,2027-12-31,40.67289,-73.87116,pip
139 Miller Grocery Candy Inc,,139 Miller Grocery Candy Inc,139 Miller Ave,11207,,,0081-25-128594,Grocery Store,0081,license,2025-11-09,2025-11-09,2028-10-31,40.67799,-73.8926,pip
160 CRESCENT DELI & GROCERY CORP,,160 CRESCENT DELI & GROCERY CORP,160 CRESCENT ST,11208,,,0081-23-122041,Grocery Store,0081,license,2026-08-21,2026-08-21,2029-07-31,40.68553,-73.87277,pip
2348 Don Eligio Grocery Corp.,,2348 Don Eligio Grocery Corp.,2348 Pitkin Ave,11207,,,0524-26-48007,Temporary retail,0524,temporary,2026-07-08,2026-07-08,2027-01-04,40.67342,-73.88565,pip
2673 PITKIN DELI INC,,2673 PITKIN DELI INC,2673 PITKIN AVE,11208,,,0081-22-127967,Grocery Store,0081,license,2025-08-08,2025-09-01,2028-08-31,40.6752,-73.87328,pip
2961 Nancy Restaurant Corp.,,2961 Nancy Restaurant Corp.,2961 Fulton St,11208,,,0240-25-126674,Restaurant,0240,license,2025-10-20,2025-10-20,2027-09-30,40.67975,-73.88531,pip
305 DELI CORP.,,305 DELI CORP.,305 Jerome St,11207,,,0524-26-50998,Temporary retail,0524,temporary,2026-08-07,2026-08-07,2027-02-03,40.6743,-73.88698,pip
3334 LA SIRENA SUPERMARKET INC,,3334 LA SIRENA SUPERMARKET INC,3334 FULTON ST,11208,,,0081-22-135703,Grocery Store,0081,license,2025-09-27,2025-10-01,2028-09-30,40.68352,-73.8726,pip
3442 DELI MINI MARKET CORP,,3442 DELI MINI MARKET CORP,3442 FULTON ST,11208,,,0081-24-110747,Grocery Store,0081,license,2024-04-22,2024-04-22,2027-03-31,40.68468,-73.86854,pip
411 New Lots Deli Corp,,411 New Lots Deli Corp,411 New Lots Ave,11207,,,0081-24-132695,Grocery Store,0081,license,2024-10-15,2024-10-15,2027-09-30,40.66212,-73.89244,pip
534 GRANT GROCERY INC,,534 GRANT GROCERY INC,534 GRANT AVENUE,11208,,,0081-21-106522,Grocery Store,0081,license,2024-12-10,2024-12-10,2027-11-30,40.67771,-73.86579,pip
570 FOOD CORP,,570 FOOD CORP,570 VAN SICLEN AVE,11207,,,0081-22-120770,Grocery Store,0081,license,2025-09-22,2025-10-01,2028-09-30,40.6657,-73.88852,pip
689 BEST LIQUORS INC,,689 BEST LIQUORS INC,765 NEW LOTS AVE,11208,,,0100-21-113752,Liquor Store,0100,license,2024-10-23,2024-11-01,2027-10-31,40.66657,-73.88222,pip
